fridge_slug,model_number,mapped_filter_slugs,classification,evidence_paths,blockers,recommended_action
whirlpool-wrs315sdhv,WRS315SDHV,edr4rxd1|ukf8001,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrs315sdhz,WRS315SDHZ,edr2rxd1,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrs315sibz,WRS315SIBZ,4396841|4396842|w10413645a,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrs315sihz,WRS315SIHZ,edr4rxd1|ukf8001,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrs315snhm,WRS315SNHM,4396395|4396508|4396710|46-9002|8171413|edr1rxd1,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrs321sdam,WRS321SDAM,4396841|4396842|w10413645a,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrs321snam,WRS321SNAM,4396395|4396508|4396710|46-9002|8171413|edr1rxd1,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrs325fdam,WRS325FDAM,ukf8001|w10413645a,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrs325sdam,WRS325SDAM,w10413645a,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrs325sdhb,WRS325SDHB,edr3rxd1|edr4rxd1|ukf8001,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrs325sdhm,WRS325SDHM,4396395|4396508|4396710|46-9002|8171413|edr1rxd1|edr2rxd1,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrs325sdhv,WRS325SDHV,edr3rxd1,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrs325sdhz,WRS325SDHZ,edr1rxd1,PROVEN_CORRECT,data/manual-evidence/refrigerator/whirlpool-wrs325sdhz.json,,Safe for factory scaling subject to page quality gate and buy-path gates.
whirlpool-wrs325sibz,WRS325SIBZ,4396395|4396508|4396710|46-9002|8171413|edr1rxd1,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrs325sihz,WRS325SIHZ,ukf8001,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrs325snhz,WRS325SNHZ,edr2rxd1,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrs555sihz,WRS555SIHZ,ukf8001,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrs571ciam,WRS571CIAM,edr3rxd1|edr4rxd1|ukf8001,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrs571cihb,WRS571CIHB,edr4rxd1|ukf8001,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrs571cihm,WRS571CIHM,edr2rxd1,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrs571cihv,WRS571CIHV,4396395|4396508|4396710|46-9002|8171413|edr1rxd1,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrs571cihz,WRS571CIHZ,edr4rxd1|ukf8001,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrs571sdam,WRS571SDAM,edr4rxd1|ukf8001,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrs571sdhz,WRS571SDHZ,edr3rxd1|edr4rxd1|ukf8001,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrs571sibz,WRS571SIBZ,edr2rxd1,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrs571sihz,WRS571SIHZ,w10413645a,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrs588aimw,WRS588AIMW,edr3rxd1,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrs588fiam,WRS588FIAM,ukf8001|w10413645a,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrs588fidm,WRS588FIDM,ukf8001,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrs588fihb,WRS588FIHB,ukf8001,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrs588fihm,WRS588FIHM,edr3rxd1,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrs588fihv,WRS588FIHV,4396395|4396508|4396710|46-9002|8171413|edr1rxd1,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrs588fihz,WRS588FIHZ,ukf8001,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrs588sibm,WRS588SIBM,edr2rxd1,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrs588sibw,WRS588SIBW,edr2rxd1,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrs588sihz,WRS588SIHZ,4396395|4396508|4396710|46-9002|8171413|edr1rxd1,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrs970cidm,WRS970CIDM,ukf8001,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrx735sdam,WRX735SDAM,edr2rxd1,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrx735sdav,WRX735SDAV,4396395|4396508|4396710|46-9002|8171413|edr1rxd1,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrx735sdbm,WRX735SDBM,w10413645a,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrx735sdhb,WRX735SDHB,edr2rxd1,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrx735sdhm,WRX735SDHM,w10413645a,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrx735sdhv,WRX735SDHV,edr3rxd1,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrx735sdhz,WRX735SDHZ,edr4rxd1,PROVEN_CORRECT,data/manual-evidence/refrigerator/whirlpool-wrx735sdhz.json,,Safe for factory scaling subject to page quality gate and buy-path gates.
whirlpool-wrx735sibz,WRX735SIBZ,edr4rxd1|ukf8001,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrx735sihz,WRX735SIHZ,ukf8001,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrx986sdhz,WRX986SDHZ,ukf8001,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrx986sihb,WRX986SIHB,ukf8001,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrx986sihv,WRX986SIHV,edr4rxd1|ukf8001,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrx986sihw,WRX986SIHW,edr2rxd1,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrx986sihz,WRX986SIHZ,edr2rxd1,PROVEN_CORRECT,data/manual-evidence/refrigerator/whirlpool-wrx986sihz.json,,Safe for factory scaling subject to page quality gate and buy-path gates.
whirlpool-wrx988sibw,WRX988SIBW,edr4rxd1|ukf8001,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
